gene,category,ensemblGeneId,classification
AC009560.2,2,ENSG00000286457,lncRNA
AC009563.1,1,ENSG00000253961,lncRNA
AC009562.1,1,ENSG00000259720,lncRNA
AC009570.1,1,ENSG00000272986,lncRNA
AC009567.2,2,ENSG00000249692,processed_pseudogene
AC009570.2,1,ENSG00000286848,lncRNA
AC009567.1,2,ENSG00000249041,lncRNA
AC009597.1,2,ENSG00000254055,lncRNA
AC009597.2,2,ENSG00000270328,processed_pseudogene
AC009623.1,2,ENSG00000253100,lncRNA
AC009623.3,2,ENSG00000285890,lncRNA
AC009623.2,2,ENSG00000253342,lncRNA
AC009630.2,1,ENSG00000253174,lncRNA
AC009630.3,1,ENSG00000264578,lncRNA
AC009630.1,1,ENSG00000253133,lncRNA
AC009634.1,2,unidentified,unidentified
AC009630.4,1,ENSG00000287535,lncRNA
AC009643.1,2,ENSG00000254725,processed_pseudogene
AC009643.2,2,ENSG00000271028,processed_pseudogene
AC009646.2,1,ENSG00000254687,lncRNA
AC009652.1,1,ENSG00000255160,lncRNA
AC009646.1,3,ENSG00000250494,processed_pseudogene
AC009656.1,1,ENSG00000255060,lncRNA
AC009682.1,1,ENSG00000287201,lncRNA
AC009654.1,1,ENSG00000259223,lncRNA
AC009686.2,1,ENSG00000272264,lncRNA
AC009686.1,1,ENSG00000254205,lncRNA
AC009690.1,1,ENSG00000260729,protein_coding
AC009690.2,1,ENSG00000261460,lncRNA
AC009690.3,1,ENSG00000273025,protein_coding
AC009704.1,2,ENSG00000264340,lncRNA
AC009704.2,2,ENSG00000276934,lncRNA
AC009704.3,1,ENSG00000287689,lncRNA
AC009712.1,2,ENSG00000261281,transcribed_processed_pseudogene
AC009716.1,2,ENSG00000263982,lncRNA
AC009716.2,1,ENSG00000280205,TEC
AC009720.1,2,ENSG00000248172,lncRNA
AC009729.1,2,ENSG00000257281,processed_pseudogene
AC009753.1,2,unidentified,unidentified
AC009731.1,1,ENSG00000287229,lncRNA
AC009743.1,2,ENSG00000233919,lncRNA
AC009774.1,3,unidentified,unidentified
AC009754.1,1,ENSG00000259935,lncRNA
AC009754.2,1,ENSG00000287500,lncRNA
AC009779.1,2,ENSG00000257384,processed_pseudogene
AC009779.2,1,ENSG00000258056,lncRNA
AC009779.7,2,unidentified,unidentified
AC009779.3,1,ENSG00000258311,protein_coding
AC009779.5,2,ENSG00000258921,lncRNA
AC009779.4,1,ENSG00000258907,processed_pseudogene
AC009779.6,2,ENSG00000270458,processed_pseudogene
AC009784.1,2,ENSG00000236503,processed_pseudogene
AC009800.1,2,ENSG00000248911,processed_pseudogene
AC009803.1,2,ENSG00000257407,lncRNA
AC009802.1,1,ENSG00000283667,lncRNA
AC009803.2,2,ENSG00000258108,lncRNA
AC009804.1,2,ENSG00000274879,processed_pseudogene
AC009804.2,2,ENSG00000283459,lncRNA
AC009812.1,1,ENSG00000251867,lncRNA
AC009812.2,2,ENSG00000253760,processed_pseudogene
AC009806.1,1,ENSG00000254847,lncRNA
AC009812.3,1,ENSG00000254162,lncRNA
AC009812.5,2,unidentified,unidentified
AC009812.4,1,ENSG00000260317,lncRNA
AC009831.2,2,ENSG00000266105,processed_pseudogene
AC009831.1,1,ENSG00000263823,lncRNA
AC009831.3,1,ENSG00000274275,lncRNA
AC009831.4,1,ENSG00000280380,TEC
AC009852.1,2,ENSG00000260406,lncRNA
AC009869.1,2,ENSG00000254661,lncRNA
AC009878.2,2,ENSG00000287280,lncRNA
AC009878.1,1,ENSG00000278840,lncRNA
AC009879.1,1,ENSG00000253623,processed_pseudogene
AC009835.1,2,ENSG00000287994,lncRNA
AC009879.2,2,ENSG00000285655,protein_coding
AC009879.3,1,ENSG00000285791,protein_coding
AC009879.4,1,ENSG00000287127,lncRNA
AC009884.1,1,ENSG00000253335,lncRNA
AC009884.3,1,unidentified,unidentified
AC009884.2,1,ENSG00000270255,processed_pseudogene
AC009898.1,3,unidentified,unidentified
AC009901.1,2,ENSG00000248978,unprocessed_pseudogene
AC009899.1,1,ENSG00000285940,lncRNA
AC009901.2,2,ENSG00000254212,processed_pseudogene
AC009902.2,1,ENSG00000254027,lncRNA
AC009902.1,2,ENSG00000254014,processed_pseudogene
AC009902.3,1,ENSG00000272425,lncRNA
AC009908.1,2,ENSG00000253513,lncRNA
AC009930.1,2,ENSG00000253489,lncRNA
AC009945.1,2,ENSG00000234356,processed_pseudogene
AC009927.1,1,ENSG00000250031,processed_pseudogene
AC009947.2,2,ENSG00000236647,unprocessed_pseudogene
AC009947.1,2,ENSG00000230073,unprocessed_pseudogene
AC009947.3,2,ENSG00000286744,unprocessed_pseudogene
AC009948.2,1,ENSG00000270277,lncRNA
AC009948.1,1,ENSG00000238082,processed_pseudogene
AC009948.3,1,ENSG00000270956,lncRNA
AC009948.4,1,ENSG00000279598,TEC
AC009949.1,1,ENSG00000279964,TEC
AC009950.2,2,ENSG00000283451,unitary_pseudogene
AC009951.1,2,ENSG00000279166,TEC
AC009951.2,2,ENSG00000283118,lncRNA
AC009951.4,1,unidentified,unidentified
AC009950.1,1,ENSG00000225963,lncRNA
AC009951.3,3,ENSG00000287115,lncRNA
AC009951.5,1,unidentified,unidentified
AC009951.6,1,unidentified,unidentified
AC009955.1,2,ENSG00000228973,lncRNA
AC009955.2,2,ENSG00000267919,lncRNA
AC009955.3,1,ENSG00000268896,lncRNA
AC009955.4,1,ENSG00000269068,lncRNA
AC009961.1,1,ENSG00000226266,lncRNA
AC009961.3,1,ENSG00000230783,processed_pseudogene
AC009961.2,2,ENSG00000227055,processed_pseudogene
AC009962.1,1,ENSG00000260742,lncRNA
AC009963.2,2,ENSG00000233494,processed_pseudogene
AC009965.1,2,ENSG00000234714,lncRNA
AC009965.2,2,ENSG00000235951,processed_pseudogene
AC009967.1,2,ENSG00000214369,processed_pseudogene
AC009963.1,2,ENSG00000227270,unprocessed_pseudogene
AC009969.1,2,ENSG00000234932,processed_pseudogene
AC009970.1,1,ENSG00000233953,lncRNA
AC009971.1,2,ENSG00000282828,lncRNA
AC009974.1,1,ENSG00000272555,lncRNA
AC009974.2,1,ENSG00000286154,lncRNA
AC009975.2,1,ENSG00000282998,lncRNA
AC009987.1,1,ENSG00000231138,lncRNA
AC009977.1,1,ENSG00000267793,transcribed_processed_pseudogene
AC009988.1,2,ENSG00000223432,lncRNA
AC009994.1,1,ENSG00000271779,processed_pseudogene
AC009997.1,2,ENSG00000259369,processed_pseudogene
AC009996.1,1,ENSG00000259659,lncRNA
AC010082.1,2,ENSG00000225000,lncRNA
AC010086.1,2,ENSG00000226918,unprocessed_pseudogene
AC010086.2,2,ENSG00000236615,unprocessed_pseudogene
AC010086.3,1,ENSG00000288057,lncRNA
AC010087.1,2,ENSG00000276362,unprocessed_pseudogene
AC010092.1,1,ENSG00000286115,lncRNA
AC010096.1,2,ENSG00000234597,lncRNA
AC010095.1,2,ENSG00000233648,processed_pseudogene
AC010099.1,2,ENSG00000213291,processed_pseudogene
AC010127.1,2,unidentified,unidentified
AC010099.2,2,ENSG00000227847,processed_pseudogene
AC010105.1,2,ENSG00000237498,lncRNA
AC010132.1,2,ENSG00000231539,lncRNA
AC010132.2,1,ENSG00000234983,processed_pseudogene
AC010132.4,1,ENSG00000261019,lncRNA
AC010132.3,1,ENSG00000256646,protein_coding
AC010133.1,2,ENSG00000274282,processed_pseudogene
AC010139.1,2,ENSG00000269391,lncRNA
AC010141.1,2,ENSG00000228257,unprocessed_pseudogene
AC010136.1,1,ENSG00000223923,lncRNA
AC010141.2,2,ENSG00000242393,unprocessed_pseudogene
AC010145.2,2,unidentified,unidentified
AC010148.1,1,ENSG00000235726,lncRNA
AC010149.1,2,ENSG00000235419,lncRNA
AC010149.2,2,ENSG00000283202,unitary_pseudogene
AC010145.1,2,ENSG00000226764,lncRNA
AC010150.1,3,unidentified,unidentified
AC010154.1,2,ENSG00000235895,unprocessed_pseudogene
AC010153.1,2,ENSG00000240566,processed_pseudogene
AC010157.1,1,ENSG00000229458,lncRNA
AC010157.2,1,ENSG00000285739,lncRNA
AC010163.2,2,ENSG00000230229,lncRNA
AC010163.1,2,ENSG00000229543,lncRNA
AC010168.1,1,ENSG00000214772,lncRNA
AC010163.3,2,ENSG00000288090,lncRNA
AC010170.1,2,unidentified,unidentified
AC010173.2,1,unidentified,unidentified
AC010168.2,1,ENSG00000261324,lncRNA
AC010173.1,1,ENSG00000258101,lncRNA
AC010175.1,1,unidentified,unidentified
AC010177.2,2,unidentified,unidentified
AC010177.1,3,ENSG00000258254,lncRNA
AC010181.1,2,ENSG00000249290,lncRNA
AC010181.2,2,ENSG00000251058,lncRNA
AC010184.1,1,unidentified,unidentified
AC010182.1,1,ENSG00000257611,processed_pseudogene
AC010183.1,2,ENSG00000257603,lncRNA
AC010183.2,2,ENSG00000257997,lncRNA
AC010185.1,1,ENSG00000255644,lncRNA
AC010186.1,1,ENSG00000256442,lncRNA
AC010186.2,1,ENSG00000256594,transcribed_unprocessed_pseudogene
AC010186.3,1,ENSG00000257027,lncRNA
AC010186.4,1,ENSG00000272917,lncRNA
AC010196.1,2,ENSG00000258185,lncRNA
AC010197.1,1,ENSG00000256615,lncRNA
AC010197.2,1,ENSG00000285854,protein_coding
AC010198.1,1,unidentified,unidentified
AC010198.2,1,ENSG00000285517,lncRNA
AC010200.2,1,ENSG00000271177,processed_pseudogene
AC010200.1,1,ENSG00000257803,processed_pseudogene
AC010201.1,1,unidentified,unidentified
AC010201.2,1,ENSG00000271327,lncRNA
AC010201.3,1,ENSG00000286608,lncRNA
AC010202.1,1,ENSG00000257254,processed_pseudogene
AC010203.1,1,ENSG00000257489,transcribed_unprocessed_pseudogene
AC010203.2,2,ENSG00000257696,lncRNA
AC010207.1,1,ENSG00000260633,lncRNA
AC010205.1,1,ENSG00000274560,lncRNA
AC010210.1,1,ENSG00000250608,lncRNA
AC010223.1,2,ENSG00000279028,lncRNA
AC010230.1,2,ENSG00000246316,lncRNA
AC010226.1,1,ENSG00000249249,lncRNA
AC010240.2,1,ENSG00000235253,processed_pseudogene
AC010240.3,1,ENSG00000272023,lncRNA
AC010240.1,2,ENSG00000229738,processed_pseudogene
AC010240.4,1,unidentified,unidentified
AC010245.1,2,ENSG00000248881,lncRNA
AC010247.1,1,ENSG00000254887,lncRNA
AC010245.2,1,unidentified,unidentified
AC010247.2,1,ENSG00000259436,lncRNA
AC010251.1,1,ENSG00000286468,lncRNA
AC010255.1,1,ENSG00000247311,lncRNA
AC010255.2,2,ENSG00000249610,lncRNA
AC010255.3,1,ENSG00000250803,protein_coding
AC010260.1,1,ENSG00000251675,lncRNA
AC010261.1,1,ENSG00000250882,lncRNA
AC010261.2,1,ENSG00000251187,lncRNA
AC010265.1,1,ENSG00000248350,processed_pseudogene
AC010266.1,2,ENSG00000259861,lncRNA
AC010267.1,1,ENSG00000249150,lncRNA
AC010266.2,1,ENSG00000261037,lncRNA
AC010271.1,1,ENSG00000268366,lncRNA
AC010271.3,1,unidentified,unidentified
AC010271.2,1,ENSG00000277453,lncRNA
AC010273.3,1,unidentified,unidentified
AC010273.2,1,ENSG00000250237,lncRNA
AC010275.1,1,ENSG00000248268,lncRNA
AC009975.1,1,ENSG00000282890,lncRNA
AC010273.1,3,ENSG00000248664,lncRNA
AC010280.1,1,ENSG00000248359,lncRNA
AC010280.3,1,ENSG00000249588,lncRNA
AC010280.2,1,ENSG00000248884,lncRNA
AC010285.1,1,ENSG00000249412,lncRNA
AC010285.2,2,ENSG00000249876,processed_pseudogene
AC010285.3,1,ENSG00000285865,lncRNA
AC010292.1,2,unidentified,unidentified
AC010287.1,1,ENSG00000260865,transcribed_processed_pseudogene
AC010291.1,2,ENSG00000285590,lncRNA
AC010297.1,2,ENSG00000280139,TEC
AC010300.1,1,ENSG00000267934,lncRNA
AC010301.1,2,ENSG00000241179,processed_pseudogene
AC010307.1,2,ENSG00000240611,processed_pseudogene
AC010307.4,2,ENSG00000250244,lncRNA
AC010307.2,1,ENSG00000248245,lncRNA
AC010307.3,1,ENSG00000249478,lncRNA
AC010319.1,1,ENSG00000254503,processed_pseudogene
AC010319.2,2,ENSG00000269035,protein_coding
AC010319.3,1,ENSG00000269053,lncRNA
AC010319.5,2,ENSG00000269736,lncRNA
AC010319.4,1,ENSG00000269481,lncRNA
AC010320.1,2,ENSG00000267927,lncRNA
AC010320.2,1,ENSG00000268015,lncRNA
AC010320.6,1,unidentified,unidentified
AC010320.3,1,ENSG00000269102,lncRNA
AC010320.5,1,ENSG00000277562,processed_pseudogene
AC010320.4,1,ENSG00000269535,lncRNA
AC010323.1,1,ENSG00000167774,protein_coding
AC010323.2,1,ENSG00000268884,processed_pseudogene
AC010325.2,2,ENSG00000268375,lncRNA
AC010325.1,1,ENSG00000261341,protein_coding
AC010325.3,2,ENSG00000284711,unitary_pseudogene
AC010326.1,2,ENSG00000243234,processed_pseudogene
AC010326.2,1,ENSG00000269476,protein_coding
AC010326.3,1,ENSG00000269867,lncRNA
AC010326.4,1,ENSG00000270804,transcribed_processed_pseudogene
AC010327.2,2,ENSG00000267110,protein_coding
AC010327.3,2,ENSG00000267507,processed_pseudogene
AC010327.1,3,ENSG00000080031,protein_coding
AC010327.4,2,ENSG00000267577,lncRNA
AC010327.5,1,ENSG00000267649,lncRNA
AC010327.6,1,ENSG00000276570,lncRNA
AC010327.7,1,ENSG00000286230,lncRNA
AC010327.8,1,ENSG00000287170,lncRNA
AC010328.2,2,ENSG00000268282,processed_pseudogene
AC010328.1,1,ENSG00000267943,lncRNA
AC010329.1,1,ENSG00000268416,lncRNA
AC010328.3,2,ENSG00000269082,lncRNA
AC010329.2,1,ENSG00000269779,unprocessed_pseudogene
AC010332.3,1,unidentified,unidentified
AC010331.1,1,ENSG00000277383,lncRNA
AC010329.5,2,ENSG00000280171,unprocessed_pseudogene
AC010332.1,2,ENSG00000277977,unprocessed_pseudogene
AC010333.1,1,ENSG00000259876,lncRNA
AC010333.2,1,ENSG00000259899,lncRNA
AC010332.2,1,ENSG00000278543,unprocessed_pseudogene
AC010333.3,2,ENSG00000274834,lncRNA
AC010335.1,2,ENSG00000268199,lncRNA
AC010335.2,1,ENSG00000279262,TEC
AC010336.2,1,ENSG00000260500,lncRNA
AC010336.3,2,ENSG00000268120,lncRNA
AC010336.4,2,ENSG00000268149,lncRNA
AC010336.1,1,ENSG00000214248,lncRNA
AC010336.5,2,ENSG00000269139,lncRNA
AC010336.6,2,ENSG00000269813,lncRNA
AC010335.3,2,ENSG00000280121,TEC
AC010336.8,1,ENSG00000286138,lncRNA
AC010342.1,1,ENSG00000226432,processed_pseudogene
AC010343.2,2,ENSG00000250672,processed_pseudogene
AC010343.3,1,ENSG00000250697,lncRNA
AC010336.7,3,ENSG00000285674,rRNA_pseudogene
AC010338.1,2,ENSG00000276332,processed_pseudogene
AC010350.1,2,ENSG00000250847,unprocessed_pseudogene
AC010359.1,2,ENSG00000269961,lncRNA
AC010359.3,1,unidentified,unidentified
AC010359.2,1,ENSG00000286314,lncRNA
AC010343.1,1,ENSG00000240376,processed_pseudogene
AC010368.1,2,ENSG00000250886,processed_pseudogene
AC010376.1,2,ENSG00000253801,processed_pseudogene
AC010374.2,2,ENSG00000249744,processed_pseudogene
AC010374.1,2,ENSG00000233787,processed_pseudogene
AC010378.1,2,ENSG00000275506,processed_pseudogene
AC010378.2,1,ENSG00000286403,lncRNA
AC010385.1,2,ENSG00000226400,processed_pseudogene
AC010387.3,2,unidentified,unidentified
AC010385.2,2,ENSG00000271035,processed_pseudogene
AC010387.2,1,ENSG00000287199,lncRNA
AC010385.3,2,ENSG00000277878,processed_pseudogene
AC010387.1,2,ENSG00000250694,lncRNA
AC010395.1,2,ENSG00000248428,lncRNA
AC010395.2,2,ENSG00000251627,processed_pseudogene
AC010401.1,1,ENSG00000262732,lncRNA
AC010401.2,1,ENSG00000263234,lncRNA
AC010408.1,2,unidentified,unidentified
AC010406.1,1,ENSG00000250567,lncRNA
AC010409.1,1,ENSG00000213663,processed_pseudogene
AC010409.2,2,ENSG00000250895,processed_pseudogene
AC010420.1,2,ENSG00000251206,lncRNA
AC010422.2,1,ENSG00000268945,lncRNA
AC010422.1,1,ENSG00000230310,lncRNA
AC010422.4,1,ENSG00000269560,lncRNA
AC010422.5,2,ENSG00000269590,protein_coding
AC010422.6,1,ENSG00000269693,protein_coding
AC010422.7,1,ENSG00000285583,lncRNA
AC010422.8,1,ENSG00000285589,protein_coding
AC010422.3,1,ENSG00000269242,protein_coding
AC010424.1,2,ENSG00000249577,processed_pseudogene
AC010424.2,2,ENSG00000271766,lncRNA
AC010424.3,2,ENSG00000282925,lncRNA
AC010425.1,2,ENSG00000251189,lncRNA
AC010442.2,2,ENSG00000214278,processed_pseudogene
AC010435.1,1,ENSG00000279557,TEC
AC010442.3,1,ENSG00000250645,processed_pseudogene
AC010443.1,2,unidentified,unidentified
AC010442.1,1,ENSG00000188242,lncRNA
AC010445.1,2,ENSG00000249404,lncRNA
AC010451.2,2,ENSG00000251426,lncRNA
AC010451.3,2,ENSG00000251506,lncRNA
AC010457.1,1,ENSG00000251257,lncRNA
AC010451.1,2,ENSG00000250481,lncRNA
AC010460.4,2,unidentified,unidentified
AC010460.3,2,ENSG00000250332,processed_pseudogene
AC010460.1,2,ENSG00000249289,processed_pseudogene
AC010463.3,1,ENSG00000269815,lncRNA
AC010463.1,1,ENSG00000269307,protein_coding
AC010468.1,1,ENSG00000214784,processed_pseudogene
AC010460.2,2,ENSG00000250319,processed_pseudogene
AC010463.2,2,ENSG00000269350,lncRNA
AC010469.1,1,ENSG00000224282,processed_pseudogene
AC010468.2,2,ENSG00000249318,lncRNA
AC010469.2,1,ENSG00000241739,processed_pseudogene
AC010476.1,2,ENSG00000253646,processed_pseudogene
AC010476.2,1,ENSG00000287963,lncRNA
AC010480.1,1,ENSG00000279883,TEC
AC010478.1,1,ENSG00000259663,lncRNA
AC010485.1,2,ENSG00000266985,lncRNA
AC010486.1,2,ENSG00000248667,lncRNA
AC010486.2,2,ENSG00000249023,lncRNA
AC010493.1,2,ENSG00000213655,processed_pseudogene
AC010491.2,1,ENSG00000286970,lncRNA
AC010486.3,2,ENSG00000249842,lncRNA
AC010501.2,1,unidentified,unidentified
AC010487.1,1,unidentified,unidentified
AC010494.1,1,ENSG00000286790,lncRNA
AC010491.1,1,ENSG00000261360,lncRNA
AC010503.1,2,ENSG00000268191,lncRNA
AC010503.2,2,ENSG00000268203,lncRNA
AC010503.3,2,ENSG00000268742,processed_pseudogene
AC010503.5,1,unidentified,unidentified
AC010501.1,2,ENSG00000271714,lncRNA
AC010503.4,2,ENSG00000275234,lncRNA
AC010504.1,1,ENSG00000267219,lncRNA
AC010507.1,1,ENSG00000282051,transcribed_processed_pseudogene
AC010507.2,1,ENSG00000282339,transcribed_processed_pseudogene
AC010511.1,2,ENSG00000267509,lncRNA
AC010522.1,1,ENSG00000268750,protein_coding
AC010524.1,1,ENSG00000268157,lncRNA
AC010525.1,1,ENSG00000267117,lncRNA
AC010519.1,1,ENSG00000268746,lncRNA
AC010525.2,2,ENSG00000267689,processed_pseudogene
AC010528.1,2,ENSG00000260983,lncRNA
AC010528.2,2,ENSG00000286841,lncRNA
AC010530.1,1,ENSG00000270165,lncRNA
AC010531.2,2,ENSG00000243705,processed_pseudogene
AC010531.1,1,ENSG00000131152,protein_coding
AC010531.3,1,ENSG00000261592,lncRNA
AC010531.5,1,ENSG00000269901,lncRNA
AC010531.4,1,ENSG00000261697,lncRNA
AC010531.6,1,ENSG00000270006,lncRNA
AC010531.7,2,ENSG00000270082,lncRNA
AC010531.8,1,ENSG00000280419,TEC
AC010533.1,1,ENSG00000278893,TEC
AC010536.1,1,ENSG00000226180,lncRNA
AC010536.2,2,ENSG00000260671,lncRNA
AC010536.3,2,ENSG00000277504,lncRNA
AC010538.1,1,ENSG00000275734,lncRNA
AC010542.2,2,ENSG00000260755,lncRNA
AC010542.1,1,ENSG00000260650,lncRNA
AC010542.3,1,ENSG00000260851,protein_coding
AC010542.4,1,ENSG00000261519,lncRNA
AC010542.6,1,unidentified,unidentified
AC010542.5,2,ENSG00000277978,lncRNA
AC010546.1,2,ENSG00000260332,processed_pseudogene
AC010547.1,1,ENSG00000247324,lncRNA
AC010547.2,2,ENSG00000260015,lncRNA
AC010547.3,1,ENSG00000260520,lncRNA
AC010547.4,1,ENSG00000261611,protein_coding
AC010547.5,2,ENSG00000262008,unprocessed_pseudogene
AC010547.6,2,ENSG00000262120,unprocessed_pseudogene
AC010551.1,2,ENSG00000260504,lncRNA
AC010551.2,2,ENSG00000260530,lncRNA
AC010551.3,2,ENSG00000260858,lncRNA
AC010591.1,2,ENSG00000271477,processed_pseudogene
AC010587.2,2,ENSG00000249950,processed_pseudogene
AC010595.1,1,ENSG00000250874,lncRNA
AC010598.1,2,ENSG00000251374,processed_pseudogene
AC010587.1,2,ENSG00000249904,processed_pseudogene
AC010601.1,1,ENSG00000259929,lncRNA
AC010608.1,2,ENSG00000250409,lncRNA
AC010605.1,2,ENSG00000161243,protein_coding
AC010608.3,2,ENSG00000280104,TEC
AC010609.1,1,ENSG00000253980,lncRNA
AC010615.1,1,ENSG00000213976,unprocessed_pseudogene
AC010601.2,1,ENSG00000280283,TEC
AC010608.2,1,ENSG00000279197,TEC
AC010615.2,1,ENSG00000268119,lncRNA
AC010615.4,2,ENSG00000269237,protein_coding
AC010616.1,1,ENSG00000268041,protein_coding
AC010618.2,1,ENSG00000243771,processed_pseudogene
AC010615.3,2,ENSG00000268731,processed_pseudogene
AC010618.1,2,ENSG00000130313,protein_coding
AC010618.3,1,ENSG00000269161,lncRNA
AC010619.3,1,unidentified,unidentified
AC010619.2,2,ENSG00000273189,lncRNA
AC010620.1,2,ENSG00000268892,unprocessed_pseudogene
AC010619.1,2,ENSG00000269469,protein_coding
AC010623.1,1,ENSG00000286721,lncRNA
AC010620.2,2,ENSG00000269839,unprocessed_pseudogene
AC010624.1,1,ENSG00000204666,lncRNA
AC010624.2,1,ENSG00000267890,lncRNA
AC010624.3,1,ENSG00000269091,lncRNA
AC010624.4,1,ENSG00000269540,processed_pseudogene
AC010624.5,1,ENSG00000287001,lncRNA
AC010625.1,2,ENSG00000248867,processed_pseudogene
AC010627.1,1,ENSG00000248791,processed_pseudogene
AC010631.1,2,ENSG00000242292,processed_pseudogene
AC010632.1,1,ENSG00000267345,lncRNA
AC010632.2,1,ENSG00000267672,lncRNA
AC010636.1,1,ENSG00000268560,lncRNA
AC010636.2,1,ENSG00000269110,lncRNA
AC010638.1,1,ENSG00000250250,lncRNA
AC010641.1,2,ENSG00000267443,lncRNA
AC010642.1,1,ENSG00000269794,processed_pseudogene
AC010632.3,2,ENSG00000275547,unprocessed_pseudogene
AC010634.1,2,ENSG00000251371,lncRNA
AC010642.2,1,ENSG00000283103,lncRNA
AC010641.2,1,ENSG00000286667,lncRNA
AC010646.1,2,ENSG00000269095,protein_coding
AC010653.2,1,ENSG00000279592,TEC
AC010653.3,1,ENSG00000283057,processed_pseudogene
AC010653.1,1,ENSG00000262140,unprocessed_pseudogene
AC010643.1,1,ENSG00000268686,lncRNA
AC010649.1,2,ENSG00000267448,lncRNA
AC010654.1,1,ENSG00000277369,lncRNA
AC010655.1,2,ENSG00000228700,processed_pseudogene
AC010655.3,1,ENSG00000272601,transcribed_unprocessed_pseudogene
AC010655.2,1,ENSG00000240758,lncRNA
AC010655.5,1,unidentified,unidentified
AC010674.1,2,unidentified,unidentified
AC010677.2,2,ENSG00000285860,lncRNA
AC010678.1,2,ENSG00000273863,processed_pseudogene
AC010680.1,1,ENSG00000267784,lncRNA
AC010680.2,1,ENSG00000270574,lncRNA
AC010655.4,1,ENSG00000273184,lncRNA
AC010677.1,1,ENSG00000232383,processed_pseudogene
AC010680.3,1,ENSG00000271011,lncRNA
AC010680.4,1,ENSG00000271141,lncRNA
AC010680.5,1,ENSG00000271401,lncRNA
AC010683.1,2,ENSG00000241281,processed_pseudogene
AC010719.1,1,ENSG00000270933,lncRNA
AC010723.1,2,ENSG00000223517,lncRNA
AC010727.1,1,ENSG00000288050,lncRNA
AC010729.2,1,ENSG00000242540,lncRNA
AC010731.1,2,ENSG00000213083,processed_pseudogene
AC010731.3,2,ENSG00000231653,lncRNA
AC010731.2,1,ENSG00000228577,lncRNA
AC010722.1,2,ENSG00000277930,lncRNA
AC010733.1,1,ENSG00000232713,processed_pseudogene
AC010735.2,1,ENSG00000272622,lncRNA
AC010735.1,1,ENSG00000261379,lncRNA
AC010737.1,1,ENSG00000229308,lncRNA
AC010745.1,2,ENSG00000226041,lncRNA
AC010729.1,1,ENSG00000236106,lncRNA
AC010745.3,2,ENSG00000231266,lncRNA
AC010745.2,2,ENSG00000228876,lncRNA
AC010746.2,2,unidentified,unidentified
AC010754.1,1,ENSG00000265752,lncRNA
AC010745.4,2,ENSG00000232444,lncRNA
AC010760.1,2,ENSG00000260739,lncRNA
AC010745.5,2,ENSG00000285354,lncRNA
AC010761.2,1,ENSG00000264577,lncRNA
AC010746.1,2,ENSG00000225979,lncRNA
AC010761.1,1,ENSG00000160602,protein_coding
AC010761.3,1,ENSG00000265073,lncRNA
AC010761.4,1,ENSG00000265205,lncRNA
AC010761.5,2,ENSG00000265474,lncRNA
AC010768.1,1,ENSG00000254693,lncRNA
AC010761.6,2,ENSG00000265840,lncRNA
AC010768.2,1,ENSG00000255092,lncRNA
AC010768.3,2,ENSG00000255106,processed_pseudogene
AC010768.4,2,ENSG00000255451,lncRNA
AC010776.1,1,ENSG00000267269,lncRNA
AC010776.2,1,ENSG00000267774,lncRNA
AC010776.3,1,ENSG00000273664,lncRNA
AC010789.2,1,ENSG00000286489,lncRNA
AC010789.1,1,ENSG00000224817,lncRNA
AC010809.1,1,ENSG00000259287,lncRNA
AC010809.2,1,ENSG00000259408,lncRNA
AC010809.3,1,ENSG00000276702,lncRNA
AC010853.1,2,unidentified,unidentified
AC010834.1,1,ENSG00000253722,lncRNA
AC010834.2,1,ENSG00000253848,lncRNA
AC010834.3,1,ENSG00000253854,lncRNA
AC010857.1,2,ENSG00000272479,lncRNA
AC010864.1,1,ENSG00000273008,lncRNA
AC010867.1,1,ENSG00000259619,processed_pseudogene
AC010872.1,2,ENSG00000280390,TEC
AC010872.2,2,ENSG00000287956,lncRNA
AC010878.1,1,ENSG00000225402,processed_pseudogene
AC010880.1,2,ENSG00000224400,lncRNA
AC010883.1,1,ENSG00000234936,lncRNA
AC010883.2,1,ENSG00000286796,lncRNA
AC010883.3,1,ENSG00000287387,lncRNA
AC010881.1,2,ENSG00000227623,processed_pseudogene
AC010884.1,1,ENSG00000224509,lncRNA
AC010886.1,1,ENSG00000224414,processed_pseudogene
AC010889.1,1,ENSG00000260197,lncRNA
AC010889.2,1,ENSG00000288049,lncRNA
AC010891.1,2,ENSG00000228379,lncRNA
AC010894.1,2,ENSG00000179997,processed_pseudogene
AC010894.2,1,ENSG00000226853,lncRNA
AC010896.1,1,ENSG00000286707,lncRNA
AC010894.3,1,ENSG00000236449,lncRNA
AC010894.4,1,ENSG00000237798,lncRNA
AC010900.1,2,ENSG00000232479,processed_pseudogene
AC010894.5,1,ENSG00000279884,TEC
AC010904.1,2,ENSG00000213774,processed_pseudogene
AC010907.1,2,ENSG00000224661,lncRNA
AC010907.2,2,ENSG00000237370,lncRNA
AC010913.1,1,ENSG00000272702,lncRNA
AC010904.2,1,ENSG00000272002,lncRNA
AC010928.1,2,ENSG00000267382,transcribed_unprocessed_pseudogene
AC010928.2,2,ENSG00000267400,processed_pseudogene
AC010928.3,2,ENSG00000267687,processed_pseudogene
AC010931.2,2,ENSG00000248540,lncRNA
AC010931.1,1,ENSG00000214702,unprocessed_pseudogene
AC010947.1,1,ENSG00000278902,TEC
